时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
1806.4,1806.4,11302.4577697503,11323.7453881536,134.061285349253,136.298023449862,256.809273894635,262.0334801406,0.870334536982839,0.817098095938989,8.09046369473173,-0.339729877996742,216.65,220.289559441914
1806.5,1806.5,11303.2665683976,11347.3014086518,134.003245627717,136.309245268655,256.710185027359,262.469966675552,0.869998721760466,0.818467153518896,8.08550925136796,-0.777754120172883,216.65,220.07431477271
1806.6,1806.6,11304.0748679774,11336.9649003589,133.944486560342,136.214941437241,256.609646904836,262.106323027309,0.869657994967434,0.817385984517227,8.08048234524182,-0.791761351791877,216.65,220.160820834241
1806.7,1806.7,11304.8826612534,11344.5458444487,133.88501024287,135.963247925984,256.50766349614,261.755270227467,0.869312370055056,0.816453865638896,8.075383174807,-1.31596072395161,216.65,220.129159969321
1806.8,1806.8,11305.6899410092,11354.7305999837,133.824818797906,135.809905486062,256.4042388274,261.639038495791,0.868961860668009,0.816193997812665,8.07021194136998,-0.963890704441432,216.65,220.027817875973
1806.9,1806.9,11306.4967000487,11373.3025221447,133.763914374851,135.764047380262,256.299376981644,261.877413809035,0.868606480643805,0.816977803533247,8.06496884908222,-0.299434132939768,216.65,219.856661037955
1807,1807,11307.3029311964,11363.0723025871,133.702299149826,135.549407617537,256.193082098641,261.283630913008,0.868246244012239,0.815253890101921,8.05965410493204,-0.738686327332051,216.65,219.967396958405
1807.1,1807.1,11308.1086272976,11346.568640376,133.639975325595,135.490085259146,256.085358374728,260.879791332935,0.867881164994835,0.814020061095485,8.05426791873639,-0.634032515480657,216.65,220.117762152942
1807.2,1807.2,11308.9137812187,11364.4493334238,133.576945131495,135.429464123357,255.976210062655,261.076593802547,0.867511258004289,0.81468393920109,8.04881050313273,-1.21520370303298,216.65,219.966086637855
1807.3,1807.3,11309.7183858475,11373.7939691761,133.513210823354,135.518096533042,255.865641471409,261.411633348562,0.867136537643894,0.815679618334918,8.04328207357046,-1.57346862762792,216.65,219.872162606375
1807.4,1807.4,11310.5224340936,11359.8096767074,133.448774683419,135.595545656558,255.75365696605,261.3152549274,0.86675701870697,0.815321550105647,8.03768284830251,-1.4450129886804,216.65,219.992948431133
1807.5,1807.5,11311.3259188885,11348.8285995773,133.383639020275,135.432932994455,255.640260967535,260.809344996883,0.866372716176274,0.813837479062704,8.03201304837673,-0.909558309468511,216.65,220.109014550451
