时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
74.9,74.9,436.294744415842,453.671650880518,205.660520106087,206.652239365559,219.748674241378,211.416959091966,0.648962377182221,0.62247615273634,6.23743371206888,-0.732618391870589,285.314084161297,286.955797049187
75,75,436.919116101445,478.796810939221,205.870646865024,206.850386132695,220,211.888454413116,0.649709213961936,0.623927490800753,6.25,-0.105952438749265,285.310025745341,286.689302405781
75.1,75.1,437.544744415842,427.242146956813,206.080695262295,204.664364655675,220.251325758622,209.104033191938,0.650456070709059,0.615620599126309,6.26256628793112,0.326211823100201,285.305959161297,288.046483901841
75.2,75.2,438.171629334227,467.57362534043,206.290656745538,207.390533186729,220.502641595334,212.32132086663,0.651202918154178,0.625165860768329,6.27513207976671,-0.188146710640302,285.301884409327,287.414722185659
75.3,75.3,438.799770782186,455.616975430025,206.500522773101,208.360080993412,220.753937588616,213.185122382155,0.651949727027837,0.627665868549254,6.28769687943082,0.0966147502856851,285.297801489916,286.754503144571
75.4,75.4,439.429168635702,392.757567169361,206.710284814387,201.443721130282,221.005203817734,205.455741982169,0.652696468061681,0.604822987568437,6.30026019088668,0.387332908093232,285.293710403868,289.143528794483
75.5,75.5,440.059822721154,545.524591358616,206.919934350196,210.751344890171,221.256430363125,216.614172302908,0.65344311198961,0.637960065353213,6.31282151815626,-0.827414644082414,285.289611152312,286.998233025692
75.6,75.6,440.691732815329,382.670513480091,207.129462873069,203.447434420017,221.507607306797,207.39383814383,0.654189629548927,0.610480787425784,6.32538036533987,0.924812709761352,285.2855037367,287.842780219703
75.7,75.7,441.324898645428,612.474232924552,207.338861887622,214.378759720906,221.758724732715,221.090937733648,0.654935991481492,0.651252519499967,6.33793623663573,-1.27128750401844,285.281388158805,285.510152723935
75.8,75.8,441.959319889078,477.533867641509,207.548122910891,207.893938946673,222.009772727191,212.943833545424,0.655682168534864,0.627018140836584,6.35048863635954,0.735145580186171,285.277264420721,287.854776781675
75.9,75.9,442.594996174344,347.522137191367,207.757237472661,202.690545262624,222.260741379281,206.256542747216,0.656428131463463,0.607046598339242,6.36303706896405,0.753071533695209,285.273132524867,289.656407718501
76,76,443.231927079745,447.749850995942,207.966197115804,209.135890486851,222.511620781173,213.893898637759,0.657173851029707,0.629722628595083,6.37558103905863,-0.528592269461518,285.268992473982,287.433958611203
76.1,76.1,443.87011213427,488.055812137477,208.174993396614,210.009880444752,222.762401028576,215.22559090438,0.657919298005171,0.63373549688945,6.38812005142881,-0.216606814745396,285.264844271127,287.417440091368
76.2,76.2,444.509550817394,397.045371357383,208.383617885131,205.878980469405,223.013072221117,210.024751459339,0.658664443171732,0.618237993562905,6.40065361105587,0.515474597613513,285.260687919687,288.68107299594
