时间,静压,总压,总温,气压高度,指示空速,真空速,马赫数,垂直速度,大气静温
1542.5,27862.4436813891,35180.9249859139,242.307002083358,9655.07591888834,107.948420780765,184.359739032465,0.612564312078107,4.46798695162325,225.392006527226
1542.6,27860.5580209908,35169.6386213697,242.283297981054,9655.5224340935,107.880759646251,184.246343033949,0.612191477561914,4.46231715169746,225.389104178392
1542.7,27858.6748432226,35158.4736980636,242.259869031065,9655.96838584741,107.813908943995,184.13435852859,0.611823323268161,4.45671792642953,225.386205491992
1542.8,27856.7941178429,35147.4303042963,242.236715525229,9656.41378121857,107.747871193534,184.023789937345,0.611459864047898,4.45118949686724,225.383310422079
1542.9,27854.9158145242,35136.5085256291,242.213837749034,9656.85862729748,107.682648881304,183.914641625272,0.611101114566653,4.44573208126359,225.380418922566
1543,27853.0399028547,35125.7084449118,242.191235981687,9657.3029311963,107.618244460523,183.806917901359,0.610747089303839,4.44034589506796,225.377530947224
1543.1,27851.166352339,35115.0301423097,242.168910496168,9657.7467000486,107.554660351085,183.700623018355,0.610397802552188,4.43503115091775,225.374646449684
1543.2,27849.2951323999,35104.473695331,242.146861559299,9658.18994100907,107.491898939445,183.5957611726,0.610053268417196,4.42978805863,225.371765383441
1543.3,27847.426212379,35094.0391788539,242.1250894318,9658.63266125326,107.429962578514,183.49233650386,0.609713500816553,4.42461682519298,225.368887701854
1543.4,27845.5595615383,35083.7266651533,242.103594368355,9659.07486797726,107.368853587557,183.390353095163,0.609378513479611,4.41951765475816,225.366013358148
1543.5,27843.6951490612,35073.5362239271,242.082376617667,9659.51656839743,107.30857425208,183.289814972641,0.609048319946829,4.41449074863204,225.363142305417
1543.6,27841.8329440539,35063.4679223224,242.061436422519,9659.95776975013,107.249126823731,183.190726105365,0.608722933569243,4.40953630526825,225.360274496624
1543.7,27839.9729155464,35053.521824962,242.040774019835,9660.3984792914,107.190513520198,183.093090405195,0.608402367507952,4.40465452025976,225.357409884606
1543.8,27838.1150324936,35043.6979939691,242.020389640737,9660.83870429673,107.132736525108,182.996911726622,0.608086634733583,4.39984558633108,225.354548422071
1543.9,27836.2592637772,35033.9964889939,242.000283510602,9661.27845206072,107.075797987927,182.902193866613,0.607775748025792,4.39510969333067,225.351690061605
1544,27834.4055782059,35024.417367238,241.980455849122,9661.71772989679,107.019700023864,182.80894056447,0.607469719972758,4.3904470282235,225.348834755671
1544.1,27832.5539445175,35014.9606834793,241.960906870357,9662.15654513696,106.964444713772,182.717155501671,0.607168562970682,4.38585777508356,225.34598245661
1544.2,27830.7043313796,35005.6264900971,241.941636782793,9662.59490513147,106.91003410406,182.626842301735,0.606872289223312,4.38134211508677,225.343133116645
1544.3,27828.8567073911,34996.4148370957,241.922645789399,9663.03281724855,106.856470206592,182.538004530072,0.606580910741449,4.37690022650361,225.340286687884
1544.4,27827.0110410833,34987.3257721291,241.903934087679,9663.47028887411,106.803754998601,182.450645693845,0.606294439342486,4.37253228469224,225.337443122318
1544.5,27825.1673009211,34978.3593405241,241.885501869726,9663.90732741145,106.751890422596,182.364769241831,0.606012886649934,4.36823846209155,225.334602371826
1544.6,27823.3254553044,34969.5155853041,241.86734932228,9664.34394028096,106.700878386274,182.280378564285,0.605736264092973,4.36401892821427,225.331764388174
1544.7,27821.4854725691,34960.7945472122,241.849476626773,9664.78013491986,106.650720762437,182.197476992808,0.605464582905996,4.35987384964038,225.328929123021
1544.8,27819.6473209887,34952.1962647334,241.831883959388,9665.21591878184,106.601419388901,182.11606780021,0.605197854128174,4.3558033900105,225.326096527918
1544.9,27817.8109687751,34943.7207741181,241.814571491106,9665.65129933684,106.552976068413,182.036154200388,0.604936088603015,4.3518077100194,225.323266554311
1545,27815.9763840801,34935.368109403,241.79753938776,9666.08628407071,106.505392568573,181.957739348194,0.604679296977947,4.34788696740969,225.32043915354
1545.1,27814.1435349968,34927.1383024339,241.780787810083,9666.52088048493,106.458670621748,181.880826339311,0.60442748970389,4.34404131696556,225.317614276848
1545.2,27812.3123895604,34919.0313828866,241.764316913754,9666.9550960963,106.412811924996,181.805418210134,0.604180677034853,4.34027091050671,225.314791875374
1545.3,27810.4829157499,34911.0473782883,241.748126849453,9667.38893843667,106.367818139986,181.731517937647,0.603938869027527,4.33657589688233,225.311971900162
1545.4,27808.655081489,34903.1863140382,241.732217762904,9667.82241505262,106.323690892927,181.659128439305,0.603702075540896,4.33295642196525,225.309154302158
1545.5,27806.8288546478,34895.4482134282,241.716589794924,9668.25553350515,106.280431774484,181.588252572922,0.60347030623584,4.32941262864611,225.306339032217
1545.6,27805.0042030436,34887.8330976625,241.701243081465,9668.68830136942,106.238042339714,181.518893136556,0.603243570574767,4.32594465682782,225.303526041099
1545.7,27803.1810944423,34880.3409858779,241.686177753667,9669.12072623443,106.19652410799,181.451052868399,0.603021877821236,4.32255264341997,225.300715279476
1545.8,27801.3594965598,34872.9718951629,241.671393937893,9669.55281570272,106.155878562933,181.384734446669,0.602805237039595,4.31923672233344,225.297906697932
1545.9,27799.5393770632,34865.7258405766,241.656891755781,9669.98457739006,106.116107152342,181.319940489503,0.602593657094624,4.31599702447513,225.295100246965
1546,27797.7207035721,34858.6028351677,241.642671324282,9670.41601892517,106.077211288129,181.256673554855,0.60238714665119,4.31283367774273,225.292295876986
1546.1,27795.9034436596,34851.6028899922,241.628732755703,9670.84714794941,106.03919234625,181.194936140396,0.602185714173907,4.30974680701978,225.289493538329
1546.2,27794.087564854,34844.7260141322,241.615076157749,9671.27797211647,106.002051666649,181.134730683413,0.601989367926804,4.30673653417065,225.286693181243
1546.3,27792.2730346399,34837.9722147124,241.601701633562,9671.70849909208,105.965790553187,181.076059560715,0.601798115973001,4.30380297803574,225.283894755901
1546.4,27790.4598204592,34831.341496918,241.588609281761,9672.1387365537,105.93041027359,181.018925088537,0.601611966174394,4.30094625442684,225.281098212401
1546.5,27788.6478897128,34824.8338640111,241.575799196483,9672.56869219023,105.895912059384,180.96332952245,0.601430926191348,4.2981664761225,225.278303500763
1546.6,27786.8372097617,34818.4493173473,241.563271467416,9672.99837370168,105.86229710584,180.909275057272,0.601255003482393,4.29546375286361,225.275510570939
1546.7,27785.0277479283,34812.1878563915,241.55102617984,9673.42778879889,105.829566571919,180.856763826981,0.601084205303943,4.29283819134906,225.272719372807
1546.8,27783.2194714975,34806.0494787334,241.539063414659,9673.85694520322,105.797721580217,180.80579790463,0.600918538709997,4.2902898952315,225.269929856179
1546.9,27781.4123477183,34800.034180103,241.527383248441,9674.28585064624,105.766763216915,180.756379302267,0.600758010551879,4.28781896511333,225.267141970799
1547,27779.606343805,34794.1419543855,241.515985753448,9674.71451286942,105.736692531724,180.708509970852,0.600602627477957,4.28542549854262,225.264355666349
1547.1,27777.8014269382,34788.372793635,241.504870997671,9675.14293962385,105.707510537839,180.662191800187,0.600452395933395,4.28310959000934,225.261570892445
1547.2,27775.9975642665,34782.7266880891,241.494039044861,9675.5711386699,105.679218211892,180.617426618832,0.600307322159893,4.28087133094159,225.258787598646
1547.3,27774.1947229074,34777.2036261825,241.483489954563,9675.99911777693,105.651816493905,180.57421619404,0.600167412195446,4.278710809702,225.25600573445
1547.4,27772.3928699492,34771.8035945599,241.473223782144,9676.426884723,105.625306287242,180.532562231685,0.600032671874113,4.27662811158426,225.2532252493
1547.5,27770.5919724514,34766.5265780887,241.463240578823,9676.85444729452,105.599688458574,180.492466376194,0.599903106825782,4.27462331880973,225.250446092586
1547.6,27768.7919974468,34761.3725598716,241.4535403917,9677.28181328598,105.574963837831,180.453930210483,0.599778722475957,4.27269651052417,225.247668213641
1547.7,27766.9929119424,34756.3415212586,241.444123263785,9677.70899049965,105.55113321817,180.416955255894,0.599659524045546,4.2708477627947,225.244891561752
1547.8,27765.1946829207,34751.4334418581,241.43498923402,9678.13598674522,105.528197355927,180.381542972134,0.599545516550655,4.26907714860669,225.242116086156
1547.9,27763.3972773413,34746.6482995485,241.426138337311,9678.56280983954,105.50615697059,180.34769475722,0.599436704802395,4.26738473786098,225.239341736043
1548,27761.6006621417,34741.9860704882,241.417570604547,9678.9894676063,105.485012744761,180.315411947421,0.599333093406697,4.26577059737104,225.236568460559
1548.1,27759.804804239,34737.4467291265,241.409286062628,9679.41596787572,105.464765324123,180.284695817207,0.599234686764129,4.26423479086037,225.233796208808
1548.2,27758.0096705312,34733.0302482133,241.401284734486,9679.8423184842,105.445415317409,180.2555475792,0.599141489069731,4.26277737895998,225.231024929853
1548.3,27756.215227898,34728.7365988079,241.393566639106,9680.26852727411,105.426963296373,180.22796838412,0.599053504312847,4.261398419206,225.228254572718
1548.4,27754.421443203,34724.5657502888,241.386131791548,9680.69460209338,105.409409795761,180.201959320748,0.598970736276976,4.2600979660374,225.225485086393
1548.5,27752.6282832942,34720.5176703616,241.378980202967,9681.12055079522,105.392755313286,180.177521415877,0.598893188539622,4.25887607079384,225.222716419831
1548.6,27750.8357150054,34716.5923250672,241.372111880631,9681.54638123784,105.377000309602,180.154655634273,0.598820864472158,4.25773278171365,225.219948521954
1548.7,27749.0437051582,34712.7896787899,241.36552682794,9681.97210128412,105.362145208284,180.133362878639,0.598753767239695,4.25666814393194,225.217181341653
1548.8,27747.2522205624,34709.1096942638,241.35922504444,9682.39771880129,105.348190395801,180.113643989575,0.598691899800962,4.25568219947877,225.214414827792
1548.9,27745.4612280178,34705.5523325804,241.353206525842,9682.82324166063,105.335136221505,180.095499745551,0.598635264908192,4.25477498727755,225.211648929206
1549,27743.6706943155,34702.1175531943,241.347471264035,9683.24867773715,105.322982997603,180.078930862869,0.598583865107014,4.25394654314346,225.208883594708
1549.1,27741.8805862391,34698.8053139298,241.342019247102,9683.6740349093,105.311730999148,180.063937995641,0.598537702736361,4.25319689978205,225.20611877309
1549.2,27740.0908705659,34695.6155709855,241.33685045933,9684.09932105863,105.301380464021,180.050521735759,0.598496779928376,4.25252608678796,225.203354413119
1549.3,27738.3015140686,34692.54827894,241.331964881223,9684.5245440695,105.29193159292,180.038682612875,0.598461098608336,4.25193413064375,225.200590463548
1549.4,27736.5124835162,34689.6033907562,241.327362489512,9684.94971182877,105.283384549347,180.028421094376,0.598430660494573,4.25142105471882,225.197826873113
1549.5,27734.7237456755,34686.7808577855,241.323043257166,9685.37483222547,105.275739459599,180.019737585371,0.598405467098418,4.25098687926854,225.195063590534
1549.6,27732.9352673122,34684.0806297713,241.319007153402,9685.7999131505,105.268996412759,180.012632428668,0.598385519724137,4.2506316214334,225.192300564522
1549.7,27731.1470151928,34681.5026548529,241.315254143686,9686.22496249634,105.263155460694,180.007105904768,0.598370819468887,4.25035529523838,225.189537743774
1549.8,27729.358956085,34679.0468795672,241.31178418975,9686.64998815668,105.25821661804,180.003158231847,0.598361367222676,4.25015791159237,225.186775076982
1549.9,27727.5710567598,34676.7132488523,241.308597249589,9687.07499802617,105.254179862212,180.000789565755,0.598357163668329,4.25003947828773,225.18401251283
1550,27725.7832839925,34674.5017060483,241.305693277468,9687.50000000009,105.251045133394,180,0.598358209281466,4.25,225.181249999999
1550.1,27723.9956045639,34672.4121928998,241.303072223928,9687.925001974,105.248812334543,180.000789565755,0.59836450433049,4.25003947828773,225.178487487169
1550.2,27722.2079852619,34670.444649556,241.300734035786,9688.35001184349,105.247481331387,180.003158231847,0.598376048876571,4.25015791159237,225.175724923017
1550.3,27720.4203928825,34668.599014572,241.298678656138,9688.77503750384,105.247051952435,180.007105904768,0.598392842773657,4.25035529523838,225.172962256225
1550.4,27718.6327942314,34666.8752249086,241.296906024357,9689.20008684967,105.247523988975,180.012632428668,0.598414885668478,4.2506316214334,225.170199435477
1550.5,27716.845156125,34665.2732159321,241.295416076096,9689.62516777471,105.248897195087,180.019737585371,0.598442177000561,4.25098687926854,225.167436409464
1550.6,27715.057445392,34663.7929214135,241.294208743285,9690.05028817141,105.25117128765,180.028421094376,0.598474716002263,4.25142105471882,225.164673126886
1550.7,27713.2696288745,34662.4342735273,241.293283954125,9690.47545593067,105.254345946349,180.038682612875,0.598512501698798,4.25193413064375,225.161909536451
1550.8,27711.4816734296,34661.1972028501,241.292641633091,9690.90067894155,105.258420813692,180.050521735759,0.598555532908281,4.25252608678797,225.15914558688
1550.9,27709.6935459301,34660.0816383584,241.292281700922,9691.32596509087,105.263395495019,180.063937995641,0.59860380824178,4.25319689978205,225.156381226909
1551,27707.9052132667,34659.0875074259,241.292204074617,9691.75132226302,105.269269558524,180.078930862869,0.59865732610337,4.25394654314346,225.15361640529
1551.1,27706.1166423484,34658.2147358209,241.292408667429,9692.17675833954,105.276042535264,180.095499745551,0.598716084690207,4.25477498727755,225.150851070793
1551.2,27704.3278001045,34657.4632477028,241.292895388855,9692.60228119888,105.283713919181,180.113643989575,0.598780081992592,4.25568219947877,225.148085172207
1551.3,27702.5386534855,34656.8329656183,241.293664144632,9693.02789871605,105.292283167126,180.133362878639,0.598849315794063,4.25666814393194,225.145318658346
1551.4,27700.7491694647,34656.3238104969,241.294714836722,9693.45361876233,105.301749698875,180.154655634273,0.59892378367148,4.25773278171366,225.142551478045
1551.5,27698.9593150391,34655.9357016467,241.296047363304,9693.87944920495,105.312112897157,180.177521415877,0.599003482995129,4.25887607079384,225.139783580168
1551.6,27697.1690572311,34655.6685567489,241.297661618761,9694.3053979068,105.323372107676,180.201959320748,0.599088410928824,4.2600979660374,225.137014913606
1551.7,27695.3783630897,34655.5222918526,241.299557493668,9694.73147272606,105.335526639143,180.22796838412,0.599178564430026,4.261398419206,225.134245427281
1551.8,27693.5871996916,34655.4968213685,241.301734874779,9695.15768151597,105.3485757633,180.2555475792,0.599273940249965,4.26277737895999,225.131475070146
1551.9,27691.7955341428,34655.5920580626,241.304193645011,9695.58403212446,105.362518714951,180.284695817208,0.599374534933771,4.26423479086037,225.128703791191
1552,27690.0033335797,34655.8079130496,241.306933683427,9696.01053239387,105.377354691997,180.315411947421,0.599480344820617,4.26577059737104,225.12593153944
1552.1,27688.2105651706,34656.1442957852,241.309954865223,9696.43719016063,105.393082855466,180.34769475722,0.599591366043861,4.26738473786099,225.123158263956
1552.2,27686.4171961165,34656.6011140592,241.313257061707,9696.86401325496,105.409702329551,180.381542972134,0.599707594531206,4.2690771486067,225.120383913843
1552.3,27684.6231936531,34657.1782739864,241.316840140279,9697.29100950053,105.427212201647,180.416955255894,0.599829026004867,4.2708477627947,225.117608438247
1552.4,27682.8285250516,34657.875679999,241.320703964417,9697.71818671419,105.445611522387,180.453930210484,0.599955655981733,4.27269651052418,225.114831786358
1552.5,27681.0331576203,34658.6932348374,241.324848393651,9698.14555270566,105.464899305687,180.492466376194,0.600087479773559,4.27462331880972,225.112053907413
1552.6,27679.2370587054,34659.6308395404,241.329273283542,9698.57311527718,105.485074528782,180.532562231685,0.600224492487146,4.27662811158427,225.109274750698
1552.7,27677.4401956931,34660.6883934363,241.333978485662,9699.00088222324,105.506136132276,180.57421619404,0.60036668902454,4.27871080970201,225.106494265549
1552.8,27675.6425360101,34661.8657941321,241.338963847568,9699.42886133028,105.528083020182,180.617426618832,0.600514064083238,4.28087133094159,225.103712401353
1552.9,27673.8440471252,34663.1629375033,241.34422921278,9699.85706037632,105.550914059974,180.662191800187,0.600666612156398,4.28310959000935,225.100929107554
1553,27672.0446965509,34664.5797176828,241.349774420749,9700.28548713075,105.574628082629,180.708509970852,0.60082432753306,4.28542549854262,225.09814433365
1553.1,27670.2444518441,34666.1160270497,241.355599306841,9700.71414935393,105.599223882686,180.756379302267,0.600987204298378,4.28781896511334,225.095358029199
1553.2,27668.4432806077,34667.7717562172,241.3617037023,9701.14305479695,105.624700218291,180.80579790463,0.601155236333848,4.29028989523151,225.09257014382
1553.3,27666.641150492,34669.546794021,241.368087434224,9701.57221120128,105.651055811253,180.856763826981,0.601328417317564,4.29283819134906,225.089780627192
1553.4,27664.8380291959,34671.4410275064,241.374750325537,9702.00162629849,105.678289347099,180.909275057272,0.60150674072446,4.29546375286362,225.08698942906
1553.5,27663.0338844678,34673.4543419155,241.381692194955,9702.43130780994,105.70639947513,180.96332952245,0.601690199826577,4.29816647612251,225.084196499235
1553.6,27661.2286841075,34675.586620674,241.388912856958,9702.86126344647,105.735384808485,181.018925088537,0.601878787693331,4.30094625442685,225.081401787598
1553.7,27659.422395967,34677.8377453774,241.396412121757,9703.29150090809,105.765243924192,181.076059560715,0.602072497191787,4.30380297803575,225.078605244097
1553.8,27657.6149879521,34680.2075957767,241.404189795262,9703.7220278837,105.795975363237,181.134730683413,0.602271320986943,4.30673653417066,225.075806818756
1553.9,27655.8064280234,34682.6960497649,241.412245679044,9704.15285205076,105.827577630626,181.194936140396,0.602475251542026,4.3097468070198,225.07300646167
1554,27653.9966841978,34685.3029833609,241.420579570308,9704.583981075,105.860049195447,181.256673554855,0.60268428111879,4.31283367774274,225.070204123012
1554.1,27652.1857245495,34688.0282706957,241.429191261851,9705.01542261011,105.893388490941,181.319940489503,0.602898401777825,4.31599702447513,225.067399753034
1554.2,27650.3735172116,34690.8717839956,241.438080542028,9705.44718429745,105.927593914569,181.384734446669,0.603117605378872,4.31923672233346,225.064593302067
1554.3,27648.5600303771,34693.8333935673,241.447247194713,9705.87927376574,105.962663828079,181.4510528684,0.603341883581147,4.32255264341999,225.061784720523
1554.4,27646.7452323003,34696.9129677814,241.456690999267,9706.31169863075,105.998596557582,181.518893136557,0.603571227843675,4.32594465682783,225.0589739589
1554.5,27644.929091298,34700.1103730556,241.46641173049,9706.74446649502,106.035390393623,181.588252572922,0.603805629425629,4.32941262864612,225.056160967782
1554.6,27643.1115757507,34703.4254738379,241.476409158587,9707.17758494755,106.073043591257,181.659128439305,0.604045079386675,4.33295642196525,225.053345697841
1554.7,27641.292654104,34706.8581325895,241.486683049129,9707.6110615635,106.111554370122,181.731517937647,0.604289568587331,4.33657589688235,225.050528099837
1554.8,27639.4722948698,34710.4082097671,241.497233163005,9708.04490390387,106.150920914523,181.805418210134,0.604539087689329,4.34027091050672,225.047708124625
1554.9,27637.6504666274,34714.0755638048,241.508059256386,9708.47911951524,106.191141373507,181.880826339311,0.604793627155984,4.34404131696557,225.044885723151
1555,27635.8271380251,34717.8600510962,241.519161080679,9708.91371592946,106.232213860947,181.957739348194,0.605053177252577,4.3478869674097,225.042060846459
1555.1,27634.0022777811,34721.7615259756,241.530538382484,9709.34870066333,106.274136455623,182.036154200388,0.605317728046739,4.35180771001942,225.039233445688
1555.2,27632.1758546846,34725.7798406989,241.54219090355,9709.78408121833,106.316907201307,182.11606780021,0.605587269408845,4.35580339001051,225.036403472081
1555.3,27630.3478375978,34729.9148454251,241.55411838073,9710.21986508031,106.360524106851,182.197476992808,0.605861791012419,4.3598738496404,225.033570876978
1555.4,27628.5181954564,34734.1663881957,241.566320545931,9710.65605971921,106.404985146271,182.280378564286,0.606141282334537,4.36401892821428,225.030735611825
1555.5,27626.6868972709,34738.5343149161,241.578797126074,9711.09267258872,106.450288258841,182.364769241831,0.606425732656257,4.36823846209156,225.027897628173
1555.6,27624.8539121283,34743.0184693344,241.591547843041,9711.52971112606,106.496431349181,182.450645693845,0.606715131063031,4.37253228469226,225.025056877681
1555.7,27623.0192091928,34747.6186930217,241.604572413629,9711.96718275162,106.543412287347,182.538004530072,0.607009466445144,4.37690022650362,225.022213312114
1555.8,27621.1827577074,34752.3348253511,241.617870549501,9712.4050948687,106.591228908933,182.626842301736,0.607308727498159,4.38134211508679,225.019366883353
1555.9,27619.3445269949,34757.1667034767,241.631441957136,9712.84345486321,106.639879015156,182.717155501672,0.607612902723354,4.38585777508358,225.016517543389
1556,27617.5044864593,34762.1141623125,241.645286337779,9713.28227010337,106.689360372965,182.80894056447,0.607921980428191,4.39044702822351,225.013665244328
1556.1,27615.6626055868,34767.1770345107,241.659403387391,9713.72154793945,106.739670715128,182.902193866614,0.608235948726768,4.39510969333069,225.010809938394
1556.2,27613.8188539472,34772.35515044,241.673792796594,9714.16129570344,106.790807740341,182.996911726622,0.608554795540296,4.39984558633109,225.007951577928
1556.3,27611.973201195,34777.6483381633,241.688454250622,9714.60152070877,106.842769113328,183.093090405196,0.60887850859758,4.40465452025979,225.005090115393
1556.4,27610.1256170706,34783.0564234158,241.70338742927,9715.04223025004,106.895552464938,183.190726105365,0.609207075435496,4.40953630526827,225.002225503375
1556.5,27608.2760714017,34788.5792295821,241.718592006833,9715.48343160274,106.949155392261,183.289814972641,0.609540483399496,4.41449074863204,224.999357694582
1556.6,27606.4245341043,34794.2165776735,241.734067652059,9715.92513202291,107.003575458727,183.390353095164,0.609878719644101,4.41951765475818,224.996486641851
1556.7,27604.5709751837,34799.9682863047,241.749814028092,9716.3673387469,107.058810194216,183.49233650386,0.61022177113341,4.424616825193,224.993612298145
1556.8,27602.7153647362,34805.834171671,241.765830792415,9716.81005899109,107.114857095165,183.595761172601,0.610569624641624,4.42978805863003,224.990734616558
1556.9,27600.85767295,34811.8140475242,241.782117596799,9717.25329995157,107.171713624685,183.700623018356,0.610922266753558,4.43503115091778,224.987853550315
1557,27598.9978701064,34817.9077251493,241.798674087238,9717.69706880387,107.22937721267,183.806917901359,0.61127968386518,4.44034589506796,224.984969052775
1557.1,27597.1359265808,34824.1150133404,241.815499903901,9718.14137270269,107.287845255909,183.914641625272,0.611641862184152,4.44573208126361,224.982081077432
1557.2,27595.2718128444,34830.4357183763,241.832594681069,9718.58621878159,107.347115118207,184.023789937345,0.612008787730363,4.45118949686726,224.97918957792
1557.3,27593.4054994647,34836.8696439966,241.84995804708,9719.03161415276,107.407184130498,184.134358528591,0.612380446336496,4.45671792642954,224.976294508007
1557.4,27591.5369571074,34843.4165913764,241.867589624268,9719.47756590667,107.468049590965,184.24634303395,0.612756823648581,4.46231715169748,224.973395821607
1557.5,27589.6661565368,34850.0763591025,241.885489028906,9719.92408111183,107.529708765161,184.359739032465,0.613137905126561,4.46798695162327,224.970493472773
1557.6,27587.7930686176,34856.8487431475,241.903655871143,9720.37116681453,107.592158886132,184.474542047459,0.613523676044878,4.47372710237293,224.967587415706
1557.7,27585.9176643158,34863.7335368452,241.922089754951,9720.81883003852,107.655397154534,184.590747546702,0.613914121493039,4.4795373773351,224.96467760475
1557.8,27584.0399146997,34870.7305308653,241.940790278056,9721.26707778474,107.719420738764,184.708350942602,0.614309226376221,4.4854175471301,224.961763994399
1557.9,27582.1597909413,34877.8395131877,241.959757031883,9721.71591703108,107.784226775085,184.827347592378,0.614708975415857,4.4913673796189,224.958846539298
1558,27580.2772643174,34885.0602690769,241.978989601494,9722.16535473205,107.849812367753,184.947732798246,0.615113353150245,4.49738663991228,224.955925194242
1558.1,27578.3923062108,34892.3925810563,241.998487565525,9722.61539781857,107.916174589143,185.069501807603,0.615522343935159,4.50347509038017,224.952999914179
1558.2,27576.504888111,34899.8362288825,242.018250496124,9723.06605319762,107.983310479885,185.192649813219,0.615935931944465,4.50963249066096,224.950070654215
1558.3,27574.6149816161,34907.3909895185,242.038277958888,9723.51732775204,108.051217048993,185.317171953421,0.616354101170748,4.51585859767103,224.947137369612
1558.4,27572.7225584333,34915.0566371083,242.058569512804,9723.9692283402,108.119891273998,185.443063312287,0.616776835425943,4.52215316561435,224.944200015789
1558.5,27570.8275903802,34922.8329429501,242.079124710179,9724.42176179578,108.189330101083,185.570318919842,0.617204118341978,4.52851594599212,224.941258548327
1558.6,27568.930049386,34930.7196754701,242.099943096584,9724.87493492746,108.259530445221,185.698933752254,0.617635933371416,4.5349466876127,224.938312922971
1558.7,27567.0299074927,34938.7166001955,242.121024210787,9725.32875451867,108.330489190313,185.828902732028,0.618072263788112,4.54144513660142,224.935363095629
1558.8,27565.1271368558,34946.8234797283,242.142367584686,9725.78322732733,108.402203189323,185.960220728213,0.618513092687871,4.54801103641063,224.932409022372
1558.9,27563.2217097461,34955.0400737184,242.163972743249,9726.23836008554,108.474669264424,186.092882556597,0.618958402989118,4.55464412782984,224.929450659444
1559,27561.3135985501,34963.3661388365,242.185839204449,9726.69415949938,108.547884207135,186.22688297992,0.61940817743357,4.56134414899598,224.926487963254
1559.1,27559.4027757714,34971.8014287473,242.207966479195,9727.1506322486,108.621844778469,186.362216708073,0.619862398586921,4.56811083540367,224.923520890384
1559.2,27557.4892140321,34980.3456940825,242.230354071273,9727.60778498636,108.696547709073,186.498878398315,0.620321048839525,4.57494391991573,224.920549397589
1559.3,27555.5728860732,34988.9986824139,242.253001477275,9728.065624339,108.77198969938,186.636862655474,0.620784110407096,4.58184313277368,224.917573441796
1559.4,27553.6537647563,34997.7601382254,242.275908186538,9728.52415690572,108.848167419751,186.776164032168,0.621251565331405,4.58880820160838,224.914592980113
1559.5,27551.7318230646,35006.629802887,242.299073681075,9728.98338925837,108.925077510625,186.916777029018,0.621723395480996,4.59583885145089,224.911607969821
1559.6,27549.8070341034,35015.6074146262,242.322497435511,9729.44332794118,109.002716582674,187.058696094863,0.622199582551895,4.60293480474316,224.908618368382
1559.7,27547.879371102,35024.692708502,242.346178917015,9729.90397947048,109.081081216947,187.201915626982,0.622680108068332,4.6100957813491,224.905624133442
1559.8,27545.9488074142,35033.8854163763,242.370117585238,9730.36535033448,109.16016796503,187.346429971313,0.623164953383477,4.61732149856565,224.902625222826
1559.9,27544.0153165195,35043.1852668873,242.39431289224,9730.82744699297,109.239973349194,187.492233422676,0.623654099680166,4.62461167113382,224.899621594546
1560,27542.0788720243,35052.591985422,242.418764282432,9731.29027587709,109.320493862558,187.639320225002,0.624147527971653,4.63196601125012,224.896613206799
1560.1,27540.1394476628,35062.1052940882,242.443471192501,9731.75384338908,109.401725969237,187.787684571555,0.624645219102351,4.63938422857777,224.893600017971
1560.2,27538.197017298,35071.7249116879,242.46843305135,9732.21815590202,109.48366610451,187.937320605165,0.625147153748589,4.64686603025825,224.890581986637
1560.3,27536.251554923,35081.4505536892,242.493649280027,9732.68321975958,109.566310674971,188.088222418458,0.625653312419382,4.65441112092288,224.887559071563
1560.4,27534.3030346617,35091.2819321991,242.519119291662,9733.14904127576,109.649656058695,188.240384054087,0.626163675457185,4.66201920270434,224.884531231708
1560.5,27532.35143077,35101.2187559361,242.544842491397,9733.61562673466,109.733698605397,188.393799504972,0.626678223038682,4.66968997524862,224.881498426225
1560.6,27530.396717637,35111.260730203,242.570818276321,9734.08298239021,109.818434636602,188.548462714536,0.627196935175564,4.67742313572678,224.878460614464
1560.7,27528.4388697856,35121.4075568589,242.597046035404,9734.55111446593,109.903860445798,188.704367576937,0.627719791715305,4.68521837884683,224.875417755971
1560.8,27526.477861874,35131.6589342926,242.623525149428,9735.02002915472,109.989972298614,188.86150793732,0.628246772341979,4.69307539686598,224.872369810494
1560.9,27524.5136686962,35142.0145573948,242.650254990924,9735.48973261854,110.07676643298,189.019877592051,0.628777856577036,4.70099387960255,224.869316737979
1561,27522.5462651834,35152.4741175312,242.6772349241,9735.96023098825,110.164239059298,189.179470288968,0.62931302378013,4.70897351444842,224.866258498576
1561.1,27520.575626405,35163.037302515,242.704464304781,9736.43153036329,110.252386360613,189.340279727626,0.629852253149923,4.71701398638132,224.863195052639
1561.2,27518.6017275693,35173.70379658,242.731942480338,9736.90363681151,110.341204492778,189.502299559542,0.630395523724899,4.72511497797711,224.860126360725
1561.3,27516.6245440245,35184.4732803537,242.759668789624,9737.37655636888,110.430689584636,189.665523388452,0.630942814384205,4.73327616942259,224.857052383602
1561.4,27514.6440512601,35195.3454308298,242.787642562905,9737.85029503927,110.520837738183,189.829944770556,0.631494103848465,4.74149723852781,224.853973082245
1561.5,27512.6602249076,35206.3199213419,242.815863121799,9738.32485879424,110.611645028751,189.995557214782,0.632049370680637,4.74977786073908,224.850888417837
1561.6,27510.6730407413,35217.3964215365,242.844329779205,9738.80025357273,110.703107505181,190.162354183033,0.632608593286847,4.75811770915166,224.847798351777
